# W_Value Elastic Inelastic
1.00000000e+01	4.61603058e+01	1.22982491e+01
1.01536577e+01	4.46750169e+01	1.19328101e+01
1.03096764e+01	4.32335414e+01	1.15772163e+01
1.04680925e+01	4.18347653e+01	1.12312691e+01
1.06289427e+01	4.04775918e+01	1.08947489e+01
1.07922646e+01	3.91609429e+01	1.05674504e+01
1.09580960e+01	3.78837594e+01	1.02491646e+01
1.11264755e+01	3.66450013e+01	9.93958315e+00
1.12974423e+01	3.54436482e+01	9.63853828e+00
1.14710362e+01	3.42786994e+01	9.34589489e+00
1.16472974e+01	3.31491743e+01	9.06139747e+00
1.18262671e+01	3.20541122e+01	8.78485205e+00
1.20079867e+01	3.09925725e+01	8.51606462e+00
1.21924986e+01	2.99636350e+01	8.25484427e+00
1.23798457e+01	2.89663991e+01	8.00100293e+00
1.25700715e+01	2.79999843e+01	7.75435459e+00
1.27632203e+01	2.70635303e+01	7.51471643e+00
1.29593369e+01	2.61561960e+01	7.28190760e+00
1.31584671e+01	2.52771601e+01	7.05574685e+00
1.33606570e+01	2.44256206e+01	6.83610049e+00
1.35659537e+01	2.36007946e+01	6.62280658e+00
1.37744050e+01	2.28019181e+01	6.41569179e+00
1.39860593e+01	2.20282457e+01	6.21458824e+00
1.42009658e+01	2.12790503e+01	6.01930073e+00
1.44191745e+01	2.05536229e+01	5.82967565e+00
1.46407361e+01	1.98512725e+01	5.64557484e+00
1.48657023e+01	1.91713253e+01	5.46686429e+00
1.50941252e+01	1.85131248e+01	5.29341112e+00
1.53260580e+01	1.78760315e+01	5.12507573e+00
1.55615546e+01	1.72594222e+01	4.96169764e+00
1.58006698e+01	1.66626903e+01	4.80311225e+00
1.60434592e+01	1.60852449e+01	4.64923004e+00
1.62899792e+01	1.55265107e+01	4.49994791e+00
1.65402872e+01	1.49859279e+01	4.35510996e+00
1.67944414e+01	1.44629515e+01	4.21459950e+00
1.70525008e+01	1.39570512e+01	4.07830074e+00
1.73145256e+01	1.34677112e+01	3.94609688e+00
1.75805765e+01	1.29944295e+01	3.81787557e+00
1.78507155e+01	1.25367178e+01	3.69352609e+00
1.81250054e+01	1.20941016e+01	3.57294056e+00
1.84035100e+01	1.16661190e+01	3.45601187e+00
1.86862941e+01	1.12523213e+01	3.34263455e+00
1.89734233e+01	1.08522719e+01	3.23273118e+00
1.92649644e+01	1.04655469e+01	3.12620670e+00
1.95609854e+01	1.00917338e+01	3.02295914e+00
1.98615549e+01	9.73043218e+00	2.92289228e+00
2.01667429e+01	9.38125259e+00	2.82589279e+00
2.04766203e+01	9.04381686e+00	2.73187862e+00
2.07912593e+01	8.71775755e+00	2.64077502e+00
2.11107329e+01	8.40271774e+00	2.55250638e+00
2.14351155e+01	8.09835078e+00	2.46699049e+00
2.17644825e+01	7.80432000e+00	2.38414401e+00
2.20989104e+01	7.52029849e+00	2.30388236e+00
2.24384771e+01	7.24596883e+00	2.22611160e+00
2.27832615e+01	6.98102286e+00	2.15078394e+00
2.31333437e+01	6.72516140e+00	2.07784366e+00
2.34888053e+01	6.47809409e+00	2.00720247e+00
2.38497287e+01	6.23953910e+00	1.93879402e+00
2.42161981e+01	6.00922290e+00	1.87255612e+00
2.45882985e+01	5.78688009e+00	1.80842476e+00
2.49661165e+01	5.57225316e+00	1.74633721e+00
2.53497400e+01	5.36509224e+00	1.68623329e+00
2.57392582e+01	5.16515497e+00	1.62805451e+00
2.61347616e+01	4.97220625e+00	1.57174168e+00
2.65363422e+01	4.78601802e+00	1.51721789e+00
2.69440935e+01	4.60636913e+00	1.46453293e+00
2.73581101e+01	4.43304512e+00	1.41356286e+00
2.77784884e+01	4.26583803e+00	1.36418476e+00
2.82053261e+01	4.10454624e+00	1.31643882e+00
2.86387226e+01	3.94897427e+00	1.27023602e+00
2.90787785e+01	3.79893263e+00	1.22553591e+00
2.95255962e+01	3.65423765e+00	1.18229958e+00
2.99792796e+01	3.51471132e+00	1.14048360e+00
3.04399342e+01	3.38018109e+00	1.10004515e+00
3.09076670e+01	3.25047980e+00	1.06094150e+00
3.13825870e+01	3.12544546e+00	1.02312996e+00
3.18648045e+01	3.00492111e+00	9.86571034e-01
3.23544316e+01	2.88875470e+00	9.51227554e-01
3.28515822e+01	2.77679895e+00	9.17061493e-01
3.33563720e+01	2.66891117e+00	8.84036347e-01
3.38689181e+01	2.56495322e+00	8.52117500e-01
3.43893400e+01	2.46479130e+00	8.21270848e-01
3.49177586e+01	2.36829578e+00	7.91462013e-01
3.54542967e+01	2.27534114e+00	7.62658426e-01
3.59990791e+01	2.18580597e+00	7.34829195e-01
3.65522325e+01	2.09957266e+00	7.07943773e-01
3.71138855e+01	2.01652736e+00	6.81972668e-01
3.76841688e+01	1.93655988e+00	6.56887486e-01
3.82632149e+01	1.85956359e+00	6.32659661e-01
3.88511585e+01	1.78543525e+00	6.09261521e-01
3.94481363e+01	1.71407501e+00	5.86667217e-01
4.00542871e+01	1.64538622e+00	5.64851118e-01
4.06697519e+01	1.57927539e+00	5.43788380e-01
4.12946738e+01	1.51565206e+00	5.23454830e-01
4.19291981e+01	1.45442874e+00	5.03826839e-01
4.25734723e+01	1.39552079e+00	4.84881845e-01
4.32276463e+01	1.33884637e+00	4.66598148e-01
4.38918722e+01	1.28432632e+00	4.48954359e-01
4.45663044e+01	1.23188409e+00	4.31929181e-01
4.52510998e+01	1.18144568e+00	4.15502625e-01
4.59464176e+01	1.13293953e+00	3.99655435e-01
4.66524195e+01	1.08629646e+00	3.84368414e-01
4.73692697e+01	1.04144961e+00	3.69623142e-01
4.80971348e+01	9.98334347e-01	3.55402197e-01
4.88361841e+01	9.56888207e-01	3.41688397e-01
4.95865894e+01	9.17050823e-01	3.28464983e-01
5.03485253e+01	8.78763863e-01	3.15715502e-01
5.11221690e+01	8.41970971e-01	3.03424010e-01
5.19077003e+01	8.06617694e-01	2.91575482e-01
5.27053018e+01	7.72651428e-01	2.80155172e-01
5.35151591e+01	7.40021363e-01	2.69148676e-01
5.43374605e+01	7.08678423e-01	2.58542145e-01
5.51723972e+01	6.78575213e-01	2.48322257e-01
5.60201634e+01	6.49665963e-01	2.38475915e-01
5.68809561e+01	6.21906478e-01	2.28990459e-01
5.77549755e+01	5.95254086e-01	2.19853644e-01
5.86424249e+01	5.69667593e-01	2.11053694e-01
5.95435107e+01	5.45107231e-01	2.02579123e-01
6.04584423e+01	5.21534616e-01	1.94418762e-01
6.13874326e+01	4.98912702e-01	1.86561930e-01
6.23306975e+01	4.77205736e-01	1.78998215e-01
6.32884564e+01	4.56379218e-01	1.71715007e-01
6.42609320e+01	4.36399859e-01	1.64704869e-01
6.52483504e+01	4.17235543e-01	1.57960899e-01
6.62509413e+01	3.98855291e-01	1.51471482e-01
6.72689377e+01	3.81229217e-01	1.45227661e-01
6.83025765e+01	3.64328497e-01	1.39221012e-01
6.93520978e+01	3.48125333e-01	1.33443258e-01
7.04177459e+01	3.32592916e-01	1.27886380e-01
7.14997685e+01	3.17705399e-01	1.22542509e-01
7.25984172e+01	3.03437862e-01	1.17403981e-01
7.37139475e+01	2.89766279e-01	1.12463717e-01
7.48466187e+01	2.76667492e-01	1.07714673e-01
7.59966943e+01	2.64119182e-01	1.03149971e-01
7.71644417e+01	2.52099835e-01	9.87629633e-02
7.83501325e+01	2.40588722e-01	9.45474026e-02
7.95540423e+01	2.29565870e-01	9.04971351e-02
8.07764510e+01	2.19012033e-01	8.66061422e-02
8.20176431e+01	2.08908673e-01	8.28686932e-02
8.32779069e+01	1.99237931e-01	7.92791911e-02
8.45575357e+01	1.89982608e-01	7.58322999e-02
8.58568270e+01	1.81126138e-01	7.25228096e-02
8.71760829e+01	1.72652570e-01	6.93457246e-02
8.85156102e+01	1.64546547e-01	6.62961675e-02
8.98757203e+01	1.56793280e-01	6.33681186e-02
9.12567296e+01	1.49378536e-01	6.05583096e-02
9.26589591e+01	1.42288614e-01	5.78636726e-02
9.40827350e+01	1.35510326e-01	5.52786696e-02
9.55283882e+01	1.29030984e-01	5.27992533e-02
9.69962551e+01	1.22838376e-01	5.04215079e-02
9.84866768e+01	1.16920754e-01	4.81415983e-02
1.00000000e+02	1.11266816e-01	4.59558738e-02
1.01536577e+02	1.05865690e-01	4.38607463e-02
1.03096764e+02	1.00706920e-01	4.18527493e-02
1.04680925e+02	9.57804498e-02	3.99285939e-02
1.06289427e+02	9.10766102e-02	3.80850584e-02
1.07922646e+02	8.65861043e-02	3.63190862e-02
1.09580960e+02	8.22999947e-02	3.46277180e-02
1.11264755e+02	7.82096902e-02	3.30081068e-02
1.12974423e+02	7.43069337e-02	3.14574554e-02
